xwoba,pitches,csw_rate,avg_pfx_x,avg_pfx_z,pitch_pct,team_abbr,zone_rate,chase_rate,pitch_name,pitch_type,whiff_rate,batting_avg,avg_spin_rate,avg_launch_speed,avg_release_speed,in_zone_swing_rate
0,1,0,-0.06,1.28,0,NYY,0,0,Unknown,UN,0,0,1091,0,54.8,0
0.34,6337,26.53,-0.29,1.32,31.32,PHI,53.75,27.6,4-Seam Fastball,FF,18.97,0.27,2329.39,84.44,94.95,68.35
0.35,3287,25.52,-0.36,0.63,16.24,PHI,53.51,30.43,Sinker,SI,11.68,0.24,2181.45,84.8,94.06,63.1
0.31,3005,29.68,0.05,0.09,14.85,PHI,42.13,38.53,Slider,SL,32.05,0.21,2481.29,83.35,86.35,68.09
0.31,1878,23.48,-0.43,0.35,9.28,PHI,32.59,37.52,Changeup,CH,30.89,0.22,1741.34,81.66,86.38,76.31
0.26,1743,30.64,0.36,0.06,8.61,PHI,41.59,38.7,Sweeper,ST,32.83,0.2,2566.53,80.55,82.77,63.72
0.33,1395,27.67,0.02,0.67,6.89,PHI,51.61,31.11,Cutter,FC,21.58,0.29,2371.05,83.54,89.63,67.36
0.27,1311,30.97,0.17,-0.79,6.48,PHI,40.35,36.45,Curveball,CU,31.86,0.22,2538.71,83.25,81.53,57.66
0.26,811,25.4,-0.69,0.33,4.01,PHI,37.98,42.35,Split-Finger,FS,30.04,0.22,1379.69,80.34,86.36,78.9
0.31,236,29.66,0.35,-0.88,1.17,PHI,45.76,27.34,Knuckle Curve,KC,26.53,0.24,2428.32,80.81,82.82,58.33
0.43,119,36.97,-0.59,-0.49,0.59,PHI,49.58,43.33,Slurve,SV,31.75,0.31,2585.39,86.76,83.68,62.71
0.7,52,0,0.68,0.98,0.26,PHI,0,0,Unknown,UNK,0,0,856,0,63.1,0
0.1,47,25.53,-0.7,0.14,0.23,PHI,34.04,45.16,Forkball,FO,42.86,0,1181.85,83.83,83.19,87.5
0.07,6,0,-0.67,1.46,0.03,PHI,33.33,50,Eephus,EP,0,0,1110.33,87.55,45.57,100
0.51,4,0,-0.77,1.51,0.02,PHI,0,100,Other,FA,0,0,1284,90.55,51.6,0
0,4,0,0.36,-0.64,0.02,PHI,0,0,Slow Curve,CS,0,0,2014,0,65.1,0
0.38,6102,27.14,-0.32,1.31,28.24,PIT,52.47,28.9,4-Seam Fastball,FF,20.75,0.28,2340.96,83.96,94.93,66.86
0.36,3681,28.36,-0.43,0.61,17.04,PIT,56.59,22.59,Sinker,SI,13.21,0.31,2213.19,84.16,93.73,62.27
0.28,2790,28.82,0.15,0.11,12.91,PIT,42.08,37.75,Slider,SL,31.79,0.22,2439.76,82.17,86.32,69.68
0.28,2518,23.11,-0.29,0.33,11.65,PIT,34.27,31.06,Changeup,CH,31.42,0.21,1760.06,80.44,86.4,75.78
0.28,2038,29,0.49,0.01,9.43,PIT,43.62,32.81,Sweeper,ST,28.46,0.22,2645.61,81.89,83.13,62.32
0.33,1760,27.84,0.09,0.66,8.15,PIT,51.31,33.14,Cutter,FC,22.06,0.26,2393.83,82.28,89.69,69.44
0.29,1442,31.48,0.39,-0.82,6.67,PIT,39.88,31.83,Curveball,CU,33.17,0.25,2657.44,81.88,79.9,58.43
0.28,520,32.31,0.49,-0.7,2.41,PIT,40.19,32.48,Knuckle Curve,KC,38.78,0.26,2525.32,82.07,83.59,68.9
0.26,494,26.92,-0.78,0.36,2.29,PIT,35.02,36.76,Split-Finger,FS,37.55,0.18,1493.94,78.92,86.68,78.03
0.3,121,34.71,0.06,-0.48,0.56,PIT,31.4,34.94,Slurve,SV,52,0.32,2545.61,86.68,81.7,55.26
0.44,67,14.93,0.5,0.71,0.31,PIT,34.33,27.27,Eephus,EP,6.25,0.58,1202.52,91.73,45.3,86.96
0,48,0,-0.64,0.24,0.22,PIT,0,0,Unknown,UNK,0,0,2176,0,75.7,0
0,17,35.29,0.07,0.28,0.08,PIT,23.53,0,Knuckleball,KN,0,0,103.82,0,54.62,0
0.09,6,16.67,0.73,-0.79,0.03,PIT,16.67,20,Slow Curve,CS,50,0,2349.17,35.9,75.23,100
0.26,4,0,0.38,0.97,0.02,PIT,50,50,Other,FA,0,0,1459,90.83,52.38,100
0.35,5957,25.82,-0.33,1.28,30.16,SDP,52.8,29.62,4-Seam Fastball,FF,18.77,0.23,2331.76,84.1,95.37,69.38
0.35,3751,26.53,-0.82,0.59,18.99,SDP,55.91,28.6,Sinker,SI,13.27,0.26,2206.97,84.08,94.58,64.04
0.29,2572,30.25,0.15,0.09,13.02,SDP,44.67,31.76,Slider,SL,31.72,0.22,2438.44,81.09,86.73,64.66
0.23,2035,29.09,0.79,0.1,10.3,SDP,38.67,31.17,Sweeper,ST,33.64,0.18,2626.97,77.6,83.43,62.01
0.27,1995,24.06,-0.22,0.25,10.1,SDP,35.19,39.37,Changeup,CH,31.15,0.23,1687.89,79.25,86.24,77.49
0.37,1358,28.28,0.07,0.65,6.88,SDP,49.04,32.08,Cutter,FC,24.04,0.25,2358.57,82.93,89.58,68.47
0.24,1043,29.34,0.25,-0.89,5.28,SDP,40.94,28.73,Curveball,CU,28.7,0.21,2547.52,83.12,80.27,61.36
0.21,566,24.91,-0.73,0.2,2.87,SDP,35.87,38.84,Split-Finger,FS,34.08,0.14,1352.44,80.08,88.71,83.74
0.27,318,28.62,0.63,-0.85,1.61,SDP,39.31,30.05,Knuckle Curve,KC,36,0.21,2579.74,80.53,81.72,73.6
0,74,0,0,0,0.37,SDP,0,0,Unknown,UNK,0,0,0,0,0,0
0.38,61,29.51,-0.65,-0.5,0.31,SDP,40.98,33.33,Slurve,SV,29.63,0.5,2233,79.36,82.93,60
0,9,0,-0.51,1.04,0.05,SDP,0,0,Pitch Out,PO,0,0,2127.67,0,90.47,0
0.53,6,0,-0.59,1.76,0.03,SDP,66.67,100,Eephus,EP,0,0,1114.67,99.05,40.93,100
0.04,4,0,-0.94,1.8,0.02,SDP,50,0,Other,FA,0,0,1495.5,91.5,55.7,100
0.31,3,0,-0.26,-0.04,0.02,SDP,33.33,0,Forkball,FO,0,0,777.33,92.1,87.63,100
0.34,6085,27.03,-0.26,1.35,30.04,SEA,51.34,29.52,4-Seam Fastball,FF,21.56,0.22,2298.98,84.33,94.55,68.37
0.36,3289,27.39,-0.49,0.7,16.24,SEA,56.07,25.67,Sinker,SI,12.3,0.27,2178.85,84.08,94.17,62.31
0.28,2557,32.07,0.09,0.13,12.62,SEA,42.28,37.87,Slider,SL,34.71,0.21,2429.61,81.32,85.96,66.88
0.31,2396,25.21,-0.56,0.42,11.83,SEA,37.56,34.96,Changeup,CH,31.46,0.24,1767.08,80.21,86.3,74.33
0.36,1927,25.69,0.11,0.71,9.51,SEA,50.75,27.61,Cutter,FC,19.72,0.26,2393.1,81.94,89.52,67.08
0.3,1398,30.97,0.34,-0.98,6.9,SEA,37.77,32.64,Curveball,CU,33.1,0.21,2601.36,80.95,80.06,52.65
0.27,1375,29.96,0.38,0.08,6.79,SEA,39.85,32.53,Sweeper,ST,31.43,0.18,2558.53,81.02,82.65,56.57
0.26,673,21.25,-0.82,0.2,3.32,SEA,33.43,34.38,Split-Finger,FS,29.34,0.19,1366.29,80.53,86.38,80
0.26,444,29.05,0.63,-0.96,2.19,SEA,42.12,28.4,Knuckle Curve,KC,31.79,0.18,2519.36,84.23,81.09,65.24
0.49,56,33.93,-1.22,-0.45,0.28,SEA,39.29,20.59,Slurve,SV,44.44,0.42,2768.29,91.49,82.93,50
0,44,0,0,0,0.22,SEA,0,0,Unknown,UNK,0,0,0,0,0,0
0,13,23.08,1.14,-0.23,0.06,SEA,38.46,0,Slow Curve,CS,33.33,0,2420.92,61.45,71.39,60
0.31,6194,27.43,-0.27,1.31,31.37,SFG,52.71,30.39,4-Seam Fastball,FF,20.35,0.26,2330.71,83.61,94.65,68.76
0.33,3675,28.08,-0.36,0.65,18.61,SFG,57.85,26.86,Sinker,SI,10.12,0.29,2208.55,82.67,93.85,60.82
0.27,2646,30.76,0.08,0.16,13.4,SFG,47.24,35.24,Slider,SL,29.94,0.25,2425.87,82.51,86.06,65.92
0.32,1784,20.74,-0.33,0.29,9.04,SFG,35.71,38.1,Changeup,CH,23.69,0.25,1773.79,81.06,86.59,77.86
0.28,1674,25.63,0.5,0.08,8.48,SFG,41.28,36.11,Sweeper,ST,25.86,0.21,2635.87,79.91,83.11,70.04
0.33,1610,27.14,0.12,0.7,8.15,SFG,53.73,32.35,Cutter,FC,19.2,0.26,2442.71,82.34,90.1,67.86
0.28,1245,27.71,0.22,-0.89,6.31,SFG,40.56,28.65,Curveball,CU,23.46,0.22,2646.82,82.41,80.01,57.62
0.33,368,19.57,-0.73,0.22,1.86,SFG,34.78,36.67,Split-Finger,FS,26.42,0.32,1379.07,83.24,87.77,82.03
0.25,326,30.67,0.48,-0.66,1.65,SFG,43.25,38.92,Knuckle Curve,KC,28.75,0.2,2502.27,85.57,82.66,62.41
0.14,70,31.43,-0.01,-0.51,0.35,SFG,40,35.71,Slurve,SV,31.25,0.13,2515.96,75.58,82.42,60.71
0,70,1.43,0,0,0.35,SFG,0,0,Unknown,UNK,0,0,0,0,0,0
0.21,53,20.75,-0.64,0.09,0.27,SFG,41.51,22.58,Forkball,FO,26.09,0.16,1074.58,88.11,84.1,72.73
0.03,16,43.75,0.06,0.02,0.08,SFG,50,25,Knuckleball,KN,50,0,227.5,77.8,79.85,50
0.56,12,0,-0.52,1.57,0.06,SFG,33.33,75,Other,FA,0,0.4,1201,83.98,53.28,100
0,2,0,-0.76,1.3,0.01,SFG,0,0,Pitch Out,PO,0,0,2237,0,89.4,0
0.35,5939,28.34,-0.35,1.31,30.66,STL,54.03,29.74,4-Seam Fastball,FF,20.3,0.24,2318.81,84.21,94.69,67.25
0.36,3153,28.2,-0.4,0.64,16.28,STL,54.93,23.5,Sinker,SI,13.48,0.28,2199.08,84.59,94.04,60.39
0.32,2437,27.9,0.1,0.15,12.58,STL,45.47,32.28,Slider,SL,26.95,0.25,2429.8,81.37,86.22,66.79
0.27,2175,23.77,-0.54,0.35,11.23,STL,37.2,36.46,Changeup,CH,29.67,0.21,1737.02,81.57,86.02,75.53
0.28,1834,25.85,0.64,0.04,9.47,STL,37.62,30.42,Sweeper,ST,29.19,0.2,2626,81.15,83.04,66.23
0.35,1572,29.13,0.12,0.62,8.12,STL,53.12,28.22,Cutter,FC,21.49,0.27,2398,82.92,89.46,66.47
0.31,1270,29.21,0.14,-0.77,6.56,STL,44.17,29.2,Curveball,CU,23.92,0.24,2564.19,83.62,80.67,57.75
0.27,555,25.77,-0.58,0.22,2.87,STL,39.64,33.43,Split-Finger,FS,27.48,0.19,1399.1,81.52,86.56,68.18
0.44,161,20.5,0.71,-0.72,0.83,STL,28.57,29.57,Knuckle Curve,KC,25.37,0.38,2474.58,84.03,82.33,71.74
0.28,130,29.23,-0.6,-0.26,0.67,STL,46.15,32.86,Slurve,SV,18.64,0.2,2363.28,82.87,83.05,60
0.59,91,3.3,0,0,0.47,STL,0,9.89,Unknown,UNK,22.22,0.33,0,85.66,0,0
0.22,39,20.51,-0.73,0.03,0.2,STL,20.51,32.26,Forkball,FO,47.06,0.08,1024.44,82.08,84.11,87.5
0.4,14,28.57,1.07,-0.45,0.07,STL,28.57,40,Slow Curve,CS,33.33,0.5,2438.43,99.3,72.44,50
0.31,6596,24.8,-0.24,1.38,34.2,TBR,51.46,28.14,4-Seam Fastball,FF,16.2,0.23,2327.89,82.32,94.64,67.86
0.33,3130,26.01,-0.34,0.64,16.23,TBR,53.07,25.05,Sinker,SI,9.13,0.31,2189.15,81.84,93.8,61.59
0.32,2270,26.52,0.13,0.16,11.77,TBR,44.01,29.27,Slider,SL,21.68,0.24,2456.82,82.09,86.02,62.96
0.29,1939,23.16,-0.29,0.37,10.05,TBR,37.18,34.56,Changeup,CH,25.54,0.23,1729.59,79.95,85.72,69.21
0.33,1620,23.64,0.06,0.66,8.4,TBR,50.19,29.99,Cutter,FC,14.62,0.31,2366.47,82.37,89.24,68.63
0.28,1241,25.06,0.45,0.16,6.43,TBR,41.66,27.21,Sweeper,ST,20.88,0.25,2598.13,80.33,82.61,62.86
0.31,1216,29.93,0.38,-0.88,6.3,TBR,42.19,25.18,Curveball,CU,23.98,0.22,2584.73,81.21,80.66,51.66
0.32,572,20.45,-1.05,0.26,2.97,TBR,35.84,37.33,Split-Finger,FS,23.29,0.27,1406.42,78.86,86.8,75.61
0.21,408,31.13,0.44,-0.82,2.12,TBR,41.67,28.57,Knuckle Curve,KC,26.62,0.17,2469.82,80.72,83.67,50.59
0.16,186,25.81,0,0,0.96,TBR,0,28.49,Unknown,UNK,37.74,0.3,0,0,0,0
0.37,52,40.38,-0.06,1.57,0.27,TBR,30.77,44.44,Eephus,EP,8.33,0.41,1341.27,83.1,52.53,50
0.36,45,15.56,-0.42,-0.36,0.23,TBR,53.33,23.81,Slurve,SV,4.35,0,2535.64,68.73,81.53,75
0.66,7,0,1.2,0.52,0.04,TBR,0,14.29,Slow Curve,CS,0,0,2083.29,62.9,62.81,0
0,3,0,-0.29,1.22,0.02,TBR,0,0,Pitch Out,PO,0,0,2332.33,0,90.37,0
0.31,2,0,-1.16,0.84,0.01,TBR,0,100,Other,FA,0,0.5,1998.5,93.1,72.8,0
0.31,6025,27.2,-0.36,1.28,30.79,TEX,52.56,24.74,4-Seam Fastball,FF,20.07,0.2,2271.93,84.05,94.49,67.19
0.36,3291,29.17,-0.59,0.6,16.82,TEX,57.89,28.14,Sinker,SI,12.69,0.29,2174.82,83.64,94.02,60.58
0.29,2716,31.44,0.14,0.11,13.88,TEX,43.48,34.2,Slider,SL,35.5,0.23,2411.87,81.61,86,67.4
0.28,2065,24.75,-0.55,0.34,10.55,TEX,42.18,34.67,Changeup,CH,28.24,0.25,1657.38,81.87,86.08,74.86
0.28,1726,28.33,0.68,0.06,8.82,TEX,42.41,31.49,Sweeper,ST,28.96,0.23,2595.3,80.77,82.91,63.39
0.37,1519,26,0.13,0.65,7.76,TEX,51.02,32.66,Cutter,FC,20.75,0.26,2380.48,82.65,90.02,71.87
0.33,1231,28.11,0.45,-0.84,6.29,TEX,42.73,27.23,Curveball,CU,26.08,0.23,2586.33,83.05,78.96,60.46
0.21,459,29.41,-0.68,0.24,2.35,TEX,35.08,46.98,Split-Finger,FS,38.52,0.18,1261.81,80.8,85.67,80.75
0.27,350,27.43,0.6,-0.81,1.79,TEX,34.86,34.65,Knuckle Curve,KC,32.53,0.23,2516.09,83.51,81.13,71.31
0.24,69,28.99,0.7,-0.53,0.35,TEX,34.78,44.44,Slurve,SV,23.53,0.09,2634.49,81.41,80.98,58.33
0.24,66,27.27,-0.31,-0.34,0.34,TEX,36.36,38.1,Forkball,FO,35.29,0.22,562.12,83.93,85.05,75
0,32,0,-0.71,1.29,0.16,TEX,0,0,Unknown,UNK,0,0,2243,0,95.1,0
0.09,8,25,1.33,-0.24,0.04,TEX,25,50,Slow Curve,CS,40,0.33,2609.38,72.27,70.21,100
0.53,7,14.29,-1.02,0.78,0.04,TEX,71.43,0,Other,FA,0,1,1698.71,84.58,67.7,80
0,1,0,-0.55,1.09,0.01,TEX,0,0,Eephus,EP,0,0,1404,0,55.3,0
0,1,0,-0.66,1.27,0.01,TEX,0,0,Pitch Out,PO,0,0,2127,0,94.3,0
0.32,6073,24.93,-0.23,1.33,31.01,TOR,52.77,30.13,4-Seam Fastball,FF,17.38,0.27,2308.61,82.6,94.94,70.89
0.31,3353,26.16,-0.52,0.65,17.12,TOR,54.46,28.42,Sinker,SI,12.37,0.28,2199.77,83.48,94.47,62.98
0.28,2604,29.53,0.1,0.12,13.3,TOR,43.66,36.4,Slider,SL,29.95,0.23,2425.68,80.91,85.93,68.43
0.3,1872,22.17,-0.23,0.38,9.56,TOR,36.81,36.26,Changeup,CH,25.24,0.23,1735.92,80.12,85.88,76.34
0.33,1638,24.97,0.14,0.7,8.36,TOR,47.01,34.33,Cutter,FC,21.96,0.21,2370.79,80.98,90.23,71.3
0.23,1637,27.24,0.55,0.11,8.36,TOR,40.07,32.82,Sweeper,ST,27.24,0.17,2578.86,79,82.86,63.41
0.29,1190,25.97,0.41,-0.96,6.08,TOR,41.09,38.8,Curveball,CU,23.97,0.2,2569.54,80.46,79.56,63.8
0.29,682,19.06,-0.92,0.27,3.48,TOR,35.92,37.07,Split-Finger,FS,24.45,0.29,1393.05,81.24,87.25,82.45
0.25,343,33.24,0.42,-0.6,1.75,TOR,46.06,43.78,Knuckle Curve,KC,30.77,0.19,2412.01,81.18,83.58,63.92
0.31,97,24.74,0.02,-0.43,0.5,TOR,38.14,30,Slurve,SV,17.07,0.29,2655.27,85.06,83.32,62.16
0.7,60,0,-0.52,1.54,0.31,TOR,0,0,Unknown,UNK,0,0,0,0,94.6,0
0.41,17,11.76,-0.32,1.39,0.09,TOR,23.53,15.38,Eephus,EP,0,0.33,1446.24,87.82,53.94,75
0.01,10,40,0.51,-0.68,0.05,TOR,40,100,Slow Curve,CS,40,0,2370.8,66.07,74.36,100
0,4,0,-0.46,-0.36,0.02,TOR,0,0,Forkball,FO,0,0,755,0,78.95,0
0,2,0,-0.42,1.46,0.01,TOR,0,0,Pitch Out,PO,0,0,2391,0,96.5,0
0,2,0,-0.15,1.85,0.01,TOR,0,0,Unknown,UN,0,0,1395,0,55.9,0
0.24,1,0,-0.77,1.39,0.01,TOR,100,0,Other,FA,0,0,1894,95.1,73.8,100
0.36,6017,25.18,-0.29,1.33,29.41,WSN,50.29,29.32,4-Seam Fastball,FF,17.97,0.25,2320.06,82.87,94.8,68.51
0.36,3306,28.34,-0.22,0.62,16.16,WSN,55.93,23.47,Sinker,SI,9.1,0.27,2186.99,84.58,94.19,59.33
0.3,2749,29.76,0.14,0.1,13.44,WSN,43.29,34.32,Slider,SL,31.85,0.23,2383.47,82.06,86.11,70.08
0.3,2511,24.05,-0.44,0.35,12.27,WSN,39.23,38.93,Changeup,CH,27.92,0.24,1747.32,81.66,86.2,77.16
0.38,1561,27.16,0.06,0.6,7.63,WSN,52.15,28.11,Cutter,FC,20.74,0.31,2366.29,83.47,89.52,70.15
0.29,1560,32.63,0.44,0.06,7.63,WSN,45.38,29.46,Sweeper,ST,31.39,0.19,2575.49,83.25,83.27,59.04
0.26,1507,32.45,0.32,-0.81,7.37,WSN,40.35,32.26,Curveball,CU,33.17,0.21,2543.27,82.85,80.75,54.44
0.25,670,28.06,-0.69,0.3,3.27,WSN,39.7,36.63,Split-Finger,FS,33.63,0.21,1418.56,82.61,87.07,69.55
0.26,322,31.06,0.53,-0.86,1.57,WSN,37.58,31.84,Knuckle Curve,KC,32.84,0.19,2597.05,81.1,81.87,57.85
0.41,122,26.23,0.04,-0.44,0.6,WSN,41.8,22.54,Slurve,SV,21.28,0.28,2445.45,84.65,82.18,60.78
0.73,62,0,0,0,0.3,WSN,0,1.61,Unknown,UNK,0,0,0,0,0,0
0.36,44,18.18,-0.18,-0.16,0.22,WSN,27.27,18.75,Forkball,FO,33.33,0.17,621.82,84.12,85.16,100
0.57,23,8.7,-0.62,1.11,0.11,WSN,17.39,26.32,Other,FA,0,0.33,1530.7,78.24,68.88,50
0.45,5,0,-0.04,1.89,0.02,WSN,40,66.67,Eephus,EP,0,0.5,921.8,88.42,36.94,100
